date,completion_rate
173,0.35
174,0.79
175,1.54
176,0.4
177,0.77
178,0.43
179,1.16
180,0.78
181,0.37
182,0.71
183,1.46
184,0.88
185,0.77
186,1.29
187,1.72
188,0.68
189,0.08
190,0.8
191,0.29
192,1.52
193,0.57
194,1.17
195,1.15
196,1.04
197,1.2
198,0.6
199,1.36
200,1.46
201,0.02
202,0.59
203,1.8
204,1.11
205,1.71
206,1.09
207,1.95
208,0.5
209,0.12
210,1.92
211,0.05
212,1.25
213,0.66
214,1.67
215,1.46
216,1.54
217,0.09
218,1.79
219,0.98
220,0.94
221,0.88
222,1.7
223,1.22
224,0.19
225,1.5
226,0.98
227,0.72
228,0.34
229,1.01
230,0.2
231,0.58
232,1.35
233,0.77
234,0.11
235,0.23
236,1.89
237,1.46
238,0.8
239,0.83
240,1.41
241,0.46
242,1.89
243,1.09
244,0.97
245,1.24
246,1.76
247,1.56
248,0.97
249,1.02
250,1.36
251,0.72
252,1.57
253,1.36
254,1.85
255,1.34
256,1.27
257,0.1
258,1.25
259,0.83
260,1.69
261,0.44
262,1.72
263,0.6
264,0.39
265,1.74
266,0.99
267,1.36
268,1.36
269,0.4
270,1.98
271,1.51
272,1.34
273,0.57
274,1.35
275,1.58
276,0.69
277,1.21
278,1.76
279,0.75
280,1.54
281,0.99
282,0.35
283,1.95
284,1.43
285,0.1
286,0.18
287,0.02
288,1.51
289,1.19
290,0.03
291,1.18
292,0.09
293,0.35
294,0.08
295,1.09
296,0.66
297,1.43
298,0.38
299,0.97
300,1.16
301,1.06
302,1.78
303,2.0
304,1.48
305,0.98
306,1.66
307,1.36
308,1.24
309,1.68
310,1.6
311,1.37
312,1.48
313,1.23
314,0.99
315,1.32
316,0.37
317,0.78
318,1.27
319,0.29
320,1.86
321,1.3
322,1.87
323,0.83
324,0.21
325,0.97
326,0.68
327,0.12
328,0.77
329,1.85
330,1.73
331,0.42
332,0.76
333,0.02
334,0.23
335,0.3
336,1.69
337,1.6
338,0.74
339,0.3
340,0.11
341,1.01
342,1.41
343,1.41
344,0.01
345,1.85
346,1.65
347,0.14
348,1.01
349,0.04
350,1.75
351,1.56
352,0.4
353,1.62
354,0.8
355,1.2
356,1.93
357,0.9
358,0.01
359,1.43
360,0.88
361,0.57
362,0.08
363,0.39
364,1.89
365,1.58
366,1.01
367,1.6
368,1.84
369,0.26
370,1.94
371,0.2
372,0.46
373,1.13
374,0.4
375,1.67
376,1.9
377,0.88
378,0.17
379,0.74
380,0.79
381,0.84
382,0.86
383,1.55
384,1.94
385,1.84
386,0.68
387,0.67
388,0.88
389,1.6
390,0.61
391,1.61
392,1.22
393,0.4
394,1.62
395,1.61
396,1.33
397,1.03
398,0.1
399,0.37
400,0.71
401,1.43
402,1.66
403,0.21
404,0.16
405,0.73
406,1.61
407,0.37
408,0.74
409,0.05
410,1.92
411,0.63
412,1.7
413,1.27
414,1.46
415,0.18
416,1.31
417,1.35
418,1.6
419,0.94
420,1.81
421,0.93
422,0.51
423,0.96
424,1.41
425,1.73
426,0.03
427,1.95
428,0.58
429,0.33
430,0.11
431,1.93
432,0.06
433,1.85
434,1.47
435,1.6
436,0.65
437,0.8
438,0.08
439,0.13
440,1.22
441,1.34
442,0.06
443,1.29
444,0.71
445,0.32
446,1.56
447,1.65
448,1.26
449,0.38
450,0.91
451,0.14
452,1.94
453,0.26
454,1.76
455,0.56
456,1.59
457,0.41
458,1.6
459,0.66
460,0.23
461,1.88
462,1.41
463,0.59
464,0.75
465,0.52
466,1.1
467,1.82
468,0.63
469,0.27
470,1.79
471,0.3
472,0.48
473,1.6
474,0.77
475,0.41
476,0.52
477,1.92
478,1.31
479,1.13
480,0.51
481,1.45
482,1.79
483,0.2
484,1.11
485,1.76
486,1.75
487,0.26
488,0.17
489,0.69
490,0.73
491,0.32
492,1.81
493,0.54
494,1.22
495,0.38
496,0.25
497,1.26
498,0.6
499,1.9
500,0.77
501,0.01
502,0.05
503,1.6
504,1.54
505,1.4
506,0.73
507,0.46
508,1.64
509,0.72
510,0.38
511,1.75
512,1.75
513,0.77
514,1.05
515,1.99
516,0.35
517,1.92
518,1.95
519,1.54
520,1.43
521,1.54
522,1.41
523,1.02
524,0.75
525,1.92
526,0.1
527,1.6
528,0.61
529,1.27
530,0.29
531,0.3
532,1.28
533,0.37
534,0.44
535,0.2
536,1.0
537,0.83
538,0.27
539,0.87
540,1.62
541,0.54
542,1.53
543,1.02
544,1.77
545,0.12
546,1.66
547,0.71
548,1.57
549,1.34
550,0.8
551,1.16
552,0.34
553,1.52
554,1.16
555,0.26
556,1.32
557,1.6
558,1.79
559,0.23
560,1.78
561,1.19
562,1.79
563,0.08
564,1.75
565,1.4
566,0.66
567,1.32
568,0.23
569,0.37
570,0.91
571,1.32
572,1.25
573,0.31
574,1.58
575,1.71
576,0.35
577,1.87
578,1.12
579,0.21
580,1.54
581,1.56
582,1.81
583,1.25
584,0.19
585,0.59
586,0.77
587,0.17
588,1.7
589,0.41
590,0.34
591,1.86
592,1.05
593,0.27
594,0.77
595,1.76
596,0.64
597,1.71
598,1.34
599,0.01
600,1.14
601,0.93
602,1.71
603,1.55
604,1.17
605,1.81
606,0.23
607,1.1
608,0.55
609,1.4
610,1.69
611,1.78
612,1.87
613,0.9
614,0.92
615,0.35
616,1.58
617,0.64
618,1.76
619,1.41
620,0.23
621,1.28
622,1.19
623,1.22
624,0.78
625,0.11
626,0.75
627,1.8
628,0.14
629,0.71
630,1.23
631,1.0
632,1.21
633,0.95
634,1.75
635,1.78
636,1.74
637,1.7
638,1.49
639,1.85
640,0.38
641,1.87
642,0.37
643,1.5
644,0.85
645,1.56
646,0.6
647,1.49
648,1.72
649,0.72
650,1.68
651,1.65
652,0.64
653,1.4
654,0.14
655,1.65
656,1.45
657,0.95
658,0.93
659,1.54
660,1.84
661,1.41
662,0.05
663,0.06
664,0.87
665,1.25
666,0.29
667,0.77
668,0.73
669,1.09
670,0.31
671,1.49
672,1.66
673,1.73
674,1.98
675,0.69
676,1.7
677,1.48
678,1.91
679,0.39
680,1.89
681,1.81
682,0.28
683,0.72
684,1.01
685,0.9
686,0.61
687,0.85
688,1.3
689,1.21
690,0.03
691,0.44
692,0.95
693,1.43
694,0.41
695,1.15
696,0.41
697,1.42
698,0.88
699,0.31
700,0.9
701,1.6
702,1.47
703,0.82
704,0.82
705,0.33
706,1.81
707,1.76
708,1.2
709,1.52
710,0.02
711,1.19
712,0.74
713,0.19
714,0.35
715,1.12
716,1.62
717,1.53
718,0.8
719,0.6
720,0.41
721,0.74
722,0.98
723,1.26
724,1.88
725,0.88
726,0.89
727,0.76
728,1.53
729,0.96
730,0.8
731,0.96
732,0.52
733,0.96
734,0.01
735,1.2
736,1.31
737,1.17
738,1.43
739,1.2
740,1.69
741,0.49
742,0.62
743,1.56
744,0.7
745,1.93
746,1.28
747,0.27
748,0.21
749,0.2
750,0.24
751,0.13
752,1.1
753,0.36
754,1.96
755,0.65
756,0.58
757,1.08
758,0.97
759,1.39
760,1.4
761,1.42
762,0.67
763,1.53
764,1.59
765,0.37
766,0.52
767,0.15
768,0.25
769,1.53
770,0.36
771,0.51
772,1.52
773,0.1
774,1.79
775,1.77
776,1.67
777,1.19
778,1.32
779,0.87
780,0.08
781,1.13
782,1.09
783,1.3
784,1.02
785,1.14
786,1.2
787,0.85
788,1.84
789,1.06
790,0.74
791,1.47
792,0.08
793,1.68
794,0.86
795,0.64
796,0.08
797,1.24
798,0.11
799,0.03
800,0.64
801,1.12
802,1.03
803,0.91
804,1.44
805,1.82
806,0.6
807,1.82
808,1.63
809,1.96
810,1.35
811,0.01
812,1.89
813,0.38
814,1.55
815,0.8
816,1.65
817,1.29
818,0.37
819,1.23
820,0.27
821,0.48
822,1.59
823,1.62
824,0.09
825,0.84
826,0.86
827,0.88
828,0.85
829,0.4
830,0.76
831,0.39
832,0.8
833,1.81
834,1.92
835,0.74
836,0.65
837,1.31
838,1.71
839,1.22
840,0.55
841,1.91
842,0.03
843,1.72
844,0.15
845,0.35
846,1.42
847,0.58
848,0.64
849,0.13
850,1.4
851,1.15
852,1.39
853,1.82
854,1.45
855,0.75
856,1.06
857,1.34
858,0.12
859,1.62
860,1.59
861,1.86
862,1.97
863,0.95
864,0.57
865,1.35
866,1.65
867,0.53
868,0.21
869,1.6
870,0.43
871,1.99
872,1.16
873,0.24
874,1.84
875,0.01
876,1.53
877,1.94
878,1.55
879,0.95
880,0.5
881,1.9
882,1.17
883,1.38
884,0.5
885,0.27
886,0.9
887,0.39
888,1.29
889,1.82
890,0.08
891,1.74
892,0.27
893,1.48
894,0.49
895,1.91
896,1.61
897,1.02
898,1.41
899,0.4
900,1.51
901,0.77
902,0.6
903,1.79
904,1.51
905,0.65
906,0.24
907,0.01
908,0.04
909,1.12
910,0.07
911,1.16
912,0.21
913,0.85
914,1.88
915,0.91
916,0.48
917,1.58
918,0.72
919,0.41
920,1.19
921,0.62
922,0.35
923,1.72
924,0.37
925,0.85
926,0.61
927,0.06
928,0.96
929,0.68
930,0.73
931,1.66
932,0.12
933,1.77
934,1.86
935,1.63
936,0.74
937,1.02
938,1.7
939,0.34
940,1.58
941,0.23
942,1.22
943,0.78
944,1.82
945,0.65
946,0.75
947,1.06
948,0.39
949,1.74
950,1.52
951,0.85
952,1.98
953,0.56
954,0.16
955,1.04
956,1.53
957,1.73
958,0.04
959,0.58
960,0.93
961,0.86
962,0.86
963,1.84
964,1.59
965,0.34
966,1.93
967,1.11
968,0.85
969,1.43
970,0.27
971,0.6
972,1.69
973,1.74
974,1.4
975,0.07
976,1.29
977,1.74
978,0.54
979,0.55
980,1.28
981,1.97
982,1.02
983,0.6
984,0.94
985,0.17
986,1.76
987,1.36
988,0.14
989,1.09
990,1.59
991,0.29
992,0.19
993,0.21
994,0.39
995,0.66
996,1.97
997,0.61
998,1.58
999,0.74
